"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL32162";"";"0";"639.26";"1";"6.93";"76";"Br.Br.Clc1ccc(N=c2ccn(CCCCCn3ccc(=Nc4ccc(Cl)cc4)cc3)cc2)cc1";"MIC";"'='";"125.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL677712";"Antimicrobial minimum inhibitory concentration against Escherichia coli 100/B22";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1122519";"1";"Scientific Literature";"J. Med. Chem.";"1984";"None";""
"CHEMBL4226074";"";"0";"443.49";"0";"3.25";"4b";"Fc1ccccc1Cn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21";"MIC";"'='";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4222947";"Antibacterial activity against Escherichia coli after 24 hrs by two fold serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4219183";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL4225901";"";"0";"459.94";"0";"3.76";"4e";"Clc1cccc(Cn2c(Cn3cnc4c(N5CCOCC5)ncnc43)nc3ccccc32)c1";"MIC";"'='";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4222947";"Antibacterial activity against Escherichia coli after 24 hrs by two fold serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4219183";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL3331324";"";"0";"407.38";"0";"1.06";"9d9";"CCO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3[C@@H]2C[C@@H]2F)[C@@H]1CN";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3385759";"Antibacterial activity against extended-spectrum beta-lactamase producing Escherichia coli 12-14 after 18 to 24 hrs by standard twofold serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3352227";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL3331324";"";"0";"407.38";"0";"1.06";"9d9";"CCO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3[C@@H]2C[C@@H]2F)[C@@H]1CN";"MIC";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3385756";"Antibacterial activity against Escherichia coli 12-1 after 18 to 24 hrs by standard twofold serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3352227";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL277141";"";"0";"474.58";"0";"0.85";"3a";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@@H](c4ccc([C@@H](N)CC(N)=O)cc4)C3)[C@H](C)[C@H]12";"MIC";"'='";"0.025";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL682195";"In vitro antimicrobial activity against Escherichia coli NIHJ JC2";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1132752";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"None";""
"CHEMBL140471";"";"0";"386.50";"1";"6.12";"1b";"Cc1cc(Nc2ccc(OCC3CCCCC3)cc2)c2c(ccc3[nH]cnc32)n1";"MIC";"'='";"0.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL673455";"In vitro antibacterial activity on sensitivity of Escherichia coli N63 to gentamicin at a concentration of 0 ug/mL";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1126107";"1";"Scientific Literature";"J. Med. Chem.";"1992";"None";""
"CHEMBL1824329";"";"0";"353.45";"0";"2.88";"D43";"COc1cc2c(cc1OC)C1=NN(C(N)=S)C(c3ccccc3)C1C2";"MIC";"'='";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2211832";"Antimicrobial activity against Escherichia coli NCIM 5051 by broth dilution technique";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2203270";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL8";"CIPROFLOXACIN";"4";"331.35";"0";"1.58";"Ciprofloxacin";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3068582";"Antibacterial activity against Escherichia coli by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3045610";"1";"Scientific Literature";"Med Chem Res";"2012";"None";""
"CHEMBL130";"CHLORAMPHENICOL";"4";"323.13";"0";"0.91";"Chloramphenicol";"O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3068582";"Antibacterial activity against Escherichia coli by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3045610";"1";"Scientific Literature";"Med Chem Res";"2012";"None";""
"CHEMBL4225286";"";"0";"475.64";"1";"5.20";"3e";"CCCCCCCCCCn1c(Cn2cnc3c(N4CCOCC4)ncnc32)nc2ccccc21";"MIC";"'='";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4222951";"Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by two fold serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli ATCC 25922";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4219183";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL555166";"";"0";"508.96";"1";"-0.39";"5";"CN(C)c1cc(N)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O.Cl";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL677726";"In vitro minimum inhibitory concentration against Escherichia coli J3272 (tet D efflux).";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1127493";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None";""
"CHEMBL2337351";"";"0";"450.54";"1";"-0.59";"11b";"CC(=O)c1cccc(N[C@H]2[C@H](N)[C@@](NC(=O)N3CCCC3)([C@H](C)O)[C@@](C)(O)[C@@]2(O)CO)c1";"MIC";"'='";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2344587";"Antibacterial activity against Escherichia coli ATCC 25922 after 20 hrs by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2331463";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"None";""
"CHEMBL351539";"";"0";"359.40";"0";"2.14";"5a";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3C[C@@H]4CC[C@H](C3)N4C)cc21";"MIC";"'='";"3.12";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL677043";"Escherichia coli DNA cleavage endpoint value which is the minimum amount required (in micro g/mL) to induce detectable cleavage of supercoiled pBR322 substrate to linear form (gyrase)";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1126160";"1";"Scientific Literature";"J. Med. Chem.";"1992";"None";""
"CHEMBL8";"CIPROFLOXACIN";"4";"331.35";"0";"1.58";"Ciprofloxacin";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"MIC";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3047239";"Antimicrobial activity against Escherichia coli ATCC 35218 after 24 hr by two-fold serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3046687";"1";"Scientific Literature";"Med Chem Res";"2012";"None";""
"CHEMBL4227854";"";"0";"507.52";"1";"4.77";"6m";"COc1ccc(-c2nc(C(=O)N3CCN(C)CC3)nc3nc(-c4ccccc4)cc(C(F)(F)F)c23)cc1";"MIC";"'='";"15.6";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4223079";"Antibacterial activity against Escherichia coli MTCC 739 after 24 hrs by well diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4219190";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL134550";"";"0";"400.41";"0";"-1.78";"17a";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(CN3C[C@H](OC(N)=O)CC3C(N)=O)S[C@H]12";"MIC";"'='";"1.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL682399";"In Vitro antibacterial activity against (Ec L) Escherichia coli Beta-lactam lacking strain";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1128718";"1";"Scientific Literature";"J. Med. Chem.";"1995";"None";""
"CHEMBL554041";"ALEXIDINE DIHYDROCHLORIDE";"0";"581.73";"2";"4.26";"alexidine-2HCl";"CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl";"MIC";"'='";"1.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL677712";"Antimicrobial minimum inhibitory concentration against Escherichia coli 100/B22";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1122519";"1";"Scientific Literature";"J. Med. Chem.";"1984";"None";""
"CHEMBL158";"AZTREONAM";"4";"435.44";"0";"-1.17";"aztreonam";"C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O";"MIC";"'='";"0.06";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL673565";"In vitro antibacterial activity against ATCC 25922 strain of Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1124549";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None";""
"CHEMBL2204560";"";"0";"358.74";"0";"3.91";"4h";"Cc1nn(C(=O)c2ccc(F)cc2)c2c1nnc1cc(Cl)c(F)cc12";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2214596";"Antibacterial activity against Escherichia coli NCTC 10418 after 18 to 24 hrs by cup plate method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2203127";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"None";""
"CHEMBL4587151";"";"0";"294.26";"0";"1.27";"28";"CCOC(=O)CC1Oc2cc([N+](=O)[O-])ccc2N(C)C1=O";"MIC";"'='";"92700.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4384413";"Antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4382244";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL2325156";"";"0";"539.43";"1";"3.52";"95";"CS(=O)(=O)NC(=O)COc1ccc2sc(CNc3nncc(-c4c(Cl)cccc4Cl)n3)nc2c1";"MIC";"'>'";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2329786";"Antimicrobial activity against tolC-deficient Escherichia coli O18:K1:H7 after overnight incubation in absence of erythromycin";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2321650";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL305402";"";"0";"681.73";"2";"1.01";"11m";"N#CC[n+]1ccc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)/C(=N\OC4CCCC4)c4csc(N)n4)[C@H]3CO2)cc1.O=S(=O)([O-])O";"MIC";"'='";"0.39";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL674634";"Antibacterial activity was determined against Escherichia coli NIHJ JC-2 (Gram-negative)";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1128396";"1";"Scientific Literature";"J. Med. Chem.";"1995";"None";""
"CHEMBL4513993";"";"0";"425.19";"0";"2.28";"E1";"NC(=O)c1c(F)ccc(OCc2nn(-c3ccc(Br)cc3)c(=O)[nH]2)c1F";"MIC";"'>'";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4390184";"Antibacterial activity against Escherichia coli ATCC 25922 incubated for 24 hrs by CLSI protocol based broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4387753";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL381202";"";"0";"596.68";"2";"1.94";"7g";"CN(C)c1cc(NC(=O)CCC2CCCC2)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL871143";"Antibacterial activity against Escherichia coli UBMS 90-4 carrying tetM-resistant determinant";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1147771";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL4081765";"";"0";"456.01";"1";"5.75";"7c";"COc1ccc(C2SCCC(=O)N2CCCCNc2ccnc3cc(Cl)ccc23)cc1";"MIC";"'='";"500.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4003898";"Antibacterial activity against Escherichia coli MTCC 443 by broth microdilution assay method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4002605";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4076729";"";"0";"1188.48";"None";"None";"11";"CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC)C(=O)N[C@@H](CO)C(=O)N[C@H](CN)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CN)C(=O)N[C@H]1C(=O)N[C@@H](CN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O[C@H]1C)[C@@H](C)CC)[C@@H](C)CC";"MIC";"'='";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4041326";"Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth microdilution method";"F";"BAO_0000019";"assay format";"Escherichia coli ATCC 25922";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4038347";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL1730";"CEFOTAXIME";"4";"455.47";"1";"-0.62";"CTX";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1";"MIC";"'='";"1024.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4136912";"Antibacterial activity in Escherichia coli clinical isolates endogenously expressing NDM1 incubated at 37 degC for 18 hrs by spectrophotometry";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4130619";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4210587";"";"0";"1690.05";"None";"None";"12";"N=C(N)NCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O";"MIC";"'='";"8000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4183373";"Antibacterial activity against Escherichia coli ATCC 25922 after 18 hrs in presence of ZnCl2 by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli ATCC 25922";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4177755";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4210587";"";"0";"1690.05";"None";"None";"12";"N=C(N)NCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O";"MIC";"'='";"4000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4183370";"Antibacterial activity against Escherichia coli ATCC 25922 after 18 hrs in presence of NH4Cl by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli ATCC 25922";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4177755";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4215259";"";"0";"1885.24";"None";"None";"16";"N=C(N)NCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O";"MIC";"'='";"16000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4183370";"Antibacterial activity against Escherichia coli ATCC 25922 after 18 hrs in presence of NH4Cl by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli ATCC 25922";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4177755";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL372714";"";"0";"591.71";"3";"-6.45";"DKB-Arg/Analog 7";"NCC1CCC(N)C(OC2C(N)CC(NC(=O)[C@H](N)CCCN=C(N)N)C(C3OC(CO)C(O)C(N)C3O)C2O)O1";"MIC";"'='";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL836064";"Minimal inhibitory concentration against Escherichia coli K-12 was determined by 2-fold agar dilution streak method at 37: C for 18 h";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1143545";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL177";"AMIKACIN";"4";"585.61";"3";"-8.42";"Amikacin";"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O";"MIC";"'='";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4015265";"Antibacterial activity against amikacin-resistant Escherichia coli isolate CAN-ICU 63074 after 18 hrs by microtiter dilution assay";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4014308";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL2430803";"";"0";"552.57";"2";"6.13";"5l";"O=C(CSc1nnc(-c2cccc([N+](=O)[O-])c2)o1)Nc1ccc(C(=O)/C=C\c2cc3ccccc3cc2O)cc1";"MIC";"'='";"62.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2432759";"Antibacterial activity against Escherichia coli ATCC 25922 by micro dilution/broth titre method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2429864";"1";"Scientific Literature";"Med Chem Res";"2013";"None";""
"CHEMBL2376252";"";"0";"515.96";"2";"5.23";"4f";"N#Cc1c(-c2ccc(Cl)cc2)c(C#N)c(=O)n(/N=C/c2cn(-c3ccccc3)nc2-c2ccccc2)c1N";"MIC";"'='";"500.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2379823";"Antibacterial activity against Escherichia coli MTCC 443 by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2375330";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2430802";"";"0";"546.56";"2";"5.29";"5k";"COc1ccc(OC)c(/C=C\C(=O)c2ccc(NC(=O)CSc3nnc(-c4cccc([N+](=O)[O-])c4)o3)cc2)c1";"MIC";"'='";"62.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2432759";"Antibacterial activity against Escherichia coli ATCC 25922 by micro dilution/broth titre method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2429864";"1";"Scientific Literature";"Med Chem Res";"2013";"None";""
"CHEMBL2414967";"";"0";"597.52";"2";"1.34";"6m";"O=C(NCC(=O)N1CCN(c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)CC1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1";"MIC";"'>'";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2416862";"Antibacterial activity against Escherichia coli ATCC 25922 after 18 hrs by NCCLS agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2412955";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL4101088";"";"0";"268.32";"0";"1.95";"5a";"CNC(=O)Cn1nc(C)c2c(C)c3ccccc3nc21";"MIC";"'>'";"125.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4014649";"Antibacterial activity against Escherichia coli MTCC 739 after 24 hrs by well diffusion method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4014279";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL200932";"";"0";"186.28";"0";"2.51";"12";"CC1=C(O)SC(C)(C(C)C)C1=O";"MIC";"'>'";"1000000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL858887";"Inhibitory activity against Escherichia coli ANSI";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1148604";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
